,Product,Category,UPC,BestBuy_Price,Walmart_Price,Price_Difference,BestBuy_ReviewCount,Walmart_ReviewCount,BestBuy_ReviewAverage,Walmart_ReviewAverage,Price Delta (B-W),Price Delta (W-B),Combined_Reviews
94,"Acer - Swift 5 14"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Blue",Laptops,191114450635,1302.99,1273.29,0,0.0,0,0.0,0.0,29.700000000000045,-29.700000000000045,0.0
7,"Alienware - R3 13.3"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive - Silver",Laptops,884116254799,1300.99,1259.99,0,4.0,5,3.5,3.6,41.0,-41.0,9.0
55,"ASUS - ROG Strix 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 256GB SSD - ROG Metallic Black",Laptops,889349814611,1299.99,1017.67,0,6.0,0,4.8,0.0,282.32000000000005,-282.32000000000005,6.0
29,"Lenovo - Yoga 720 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Quad Core i7 - 16GB Memory - 512GB SSD - Platinum Silver",Laptops,191376215218,1234.99,1298.99,0,674.0,0,4.3,0.0,-64.0,64.0,674.0
95,"Lenovo - Legion Y520 15.6"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 Max-Q - 1TB Hard Drive - Black",Laptops,192330691864,1189.99,1112.0,0,0.0,0,0.0,0.0,77.99000000000001,-77.99000000000001,0.0
113,"Acer - TravelMate 15.6"" Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black",Laptops,888863680719,1149.99,1225.89,0,0.0,0,0.0,0.0,-75.90000000000009,75.90000000000009,0.0
18,"Dell - Inspiron 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 512GB Solid State Drive - Black",Laptops,884116256342,1149.99,923.0,0,2.0,8,4.0,4.0,226.99,-226.99,10.0
72,"HP - Envy 17.3"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive - HP Finish In Natural Silver",Laptops,192545207973,1139.99,1129.99,0,1.0,0,5.0,0.0,10.0,-10.0,1.0
98,"ASUS - ROG Strix Hero Edition 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD - Black",Laptops,889349993552,1099.99,1103.13,0,0.0,0,0.0,0.0,-3.1400000000001,3.1400000000001,0.0
65,"Dell - 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - Black",Laptops,884116276241,1099.99,947.9,0,1.0,3909,5.0,4.194,152.09000000000003,-152.09000000000003,3910.0
114,"Dell - 17.3"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Black",Laptops,884116293927,1099.99,1104.0,0,0.0,0,0.0,0.0,-4.009999999999991,4.009999999999991,0.0
106,"HP - Envy 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver",Laptops,192545210669,999.99,989.99,0,0.0,0,0.0,0.0,10.0,-10.0,0.0
47,"Dell - Inspiron 17.3"" Laptop - Intel Core i7 - 16GB Memory - 2TB Hard Drive + 256GB Solid State Drive - Platinum Silver",Laptops,884116276432,999.99,1019.99,0,31.0,0,4.5,0.0,-20.0,20.0,31.0
51,"Google - Pixelbook 12.3"" Touchscreen Chromebook - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver",Laptops,842776102270,999.0,847.99,0,228.0,1,4.6,5.0,151.01,-151.01,229.0
46,"Dell - Inspiron 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 256GB SSD - Matte Black",Laptops,884116276265,979.99,910.0,0,8.0,0,4.5,0.0,69.99000000000001,-69.99000000000001,8.0
85,"Lenovo - 14"" Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black",Laptops,191376694655,944.99,739.99,0,0.0,1,0.0,5.0,205.0,-205.0,1.0
33,"Dell - Inspiron 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Theoretical Gray",Laptops,884116275961,925.99,982.81,0,38.0,1149,4.3,3.935,-56.819999999999936,56.819999999999936,1187.0
8,"ASUS - 17.3"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce 940MX - 1TB Hard Drive + 256GB Solid State Drive - Dark gray",Laptops,889349839492,899.99,790.0,0,6.0,0,3.5,0.0,109.99000000000001,-109.99000000000001,6.0
53,"Apple - MacBook Air®  - 13.3"" Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage (Latest Model) - Silver",Laptops,190198462930,899.99,869.99,0,4747.0,2,4.8,4.5,30.0,-30.0,4749.0
96,"Lenovo - Flex 6-14IKB 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Onyx Black",Laptops,192330716888,891.99,962.39,0,0.0,0,0.0,0.0,-70.39999999999998,70.39999999999998,0.0
66,"Dell - Inspiron 15.6"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Platinum Silver",Laptops,884116276371,879.99,1019.99,0,2.0,8822,5.0,3.842,-140.0,140.0,8824.0
63,"ASUS - VivoBook Flip TP510UA 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive - Star Gray",Laptops,889349842577,842.99,833.9,0,1.0,0,5.0,0.0,9.090000000000032,-9.090000000000032,1.0
38,"Dell - Inspiron 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Theoretical Gray",Laptops,884116275923,799.99,779.0,0,8.0,13119,4.4,3.8819999999999997,20.99000000000001,-20.99000000000001,13127.0
67,"ASUS - 15.6"" Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold",Laptops,889349896570,799.99,849.99,0,1.0,0,5.0,0.0,-50.0,50.0,1.0
12,"Dell - 2-in-1 13.3"" Touch-Screen Laptop - AMD Ryzen 7 - 12GB Memory - AMD Radeon RX Vega 10 - 256GB Solid State Drive - Era Gray",Laptops,884116277446,799.99,744.0,0,42.0,177,3.8,3.91,55.99000000000001,-55.99000000000001,219.0
59,"Lenovo - 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Onyx black",Laptops,191376300921,799.99,732.05,0,1.0,0,5.0,0.0,67.94000000000005,-67.94000000000005,1.0
97,"Acer - Switch Alpha 2-in-1 12"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Gray",Laptops,888863793112,776.99,648.99,0,0.0,0,0.0,0.0,128.0,-128.0,0.0
107,"HP - Pavilion x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Pale Gold And Ash Silver",Laptops,192545191890,759.99,749.99,0,0.0,0,0.0,0.0,10.0,-10.0,0.0
104,"HP - Pavilion x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver And Ash Silver",Laptops,192545191753,759.99,749.99,0,0.0,0,0.0,0.0,10.0,-10.0,0.0
52,"Acer - Nitro 5 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 256GB Solid State Drive - Shale Black",Laptops,191114667897,729.99,789.99,0,132.0,0,4.6,0.0,-60.0,60.0,132.0
23,"HP - ENVY 17.3"" Refurbished Laptop - Intel Core i7 - 12GB Memory - 1TB Hard Drive",Laptops,191628198191,699.99,729.0,0,7.0,0,4.1,0.0,-29.00999999999999,29.00999999999999,7.0
109,"Dell - Inspiron 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Theoretical Gray",Laptops,884116276043,699.99,639.98,0,0.0,2,0.0,1.0,60.00999999999999,-60.00999999999999,2.0
111,"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silk Gold, HP Finish In Natural Silver",Laptops,192545208598,699.99,649.99,0,0.0,0,0.0,0.0,50.0,-50.0,0.0
90,"Acer - 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Obsidian Black",Laptops,191114515051,683.13,697.39,0,0.0,1,0.0,5.0,-14.259999999999991,14.259999999999991,1.0
22,"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - HP Finish In Natural Silver",Laptops,192545180139,679.99,629.99,0,1.0,0,4.0,0.0,50.0,-50.0,1.0
5,"HP - 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Ash silver keyboard frame, natural silver",Laptops,190781857051,623.99,599.99,0,5.0,0,3.0,0.0,24.0,-24.0,5.0
105,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Ceramic White",Laptops,192545179874,619.99,619.99,0,0.0,0,0.0,0.0,0.0,0.0,0.0
101,"HP - 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver",Laptops,192545208277,619.99,579.99,0,0.0,0,0.0,0.0,40.0,-40.0,0.0
89,"HP - ProBook 15.6"" Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Silver",Laptops,191628931521,600.99,613.99,0,0.0,0,0.0,0.0,-13.0,13.0,0.0
32,"Dell - Inspiron 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 2TB Hard Drive - Era Gray",Laptops,884116276104,599.99,640.0,0,335.0,1951,4.3,3.932,-40.00999999999999,40.00999999999999,2286.0
70,"HP - 17.3"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Finish In Jet Black With A Maglia Pattern",Laptops,192545210690,599.99,559.99,0,2.0,0,5.0,0.0,40.0,-40.0,2.0
77,"Acer - Aspire S 13 13.3"" Laptop - Intel Core i3 - 4GB Memory - 128GB Solid State Drive - Black",Laptops,888863750108,582.99,557.18,0,0.0,0,0.0,0.0,25.81000000000006,-25.81000000000006,0.0
112,"Acer - Aspire 5 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Obsidian Black",Laptops,191114379950,579.99,604.31,0,0.0,2,0.0,3.5,-24.319999999999936,24.319999999999936,2.0
91,"Acer - Aspire 5 15.6"" Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Obsidian Black",Laptops,191114515204,573.99,574.28,0,0.0,0,0.0,0.0,-0.2899999999999636,0.2899999999999636,0.0
73,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Mineral Silver",Laptops,192545191920,569.99,559.99,0,1.0,0,5.0,0.0,10.0,-10.0,1.0
83,"Dell - Latitude 15.6"" Laptop - Intel Core i3 - 4GB Memory - 500GB Hard Drive",Laptops,884116258452,531.99,514.16,0,0.0,0,0.0,0.0,17.83000000000004,-17.83000000000004,0.0
41,"HP - 13.3"" Chromebook - Intel Pentium - 4GB Memory - 32GB eMMC Flash Memory - Silver",Laptops,889899634868,524.99,517.99,0,10.0,4,4.5,4.0,7.0,-7.0,14.0
74,"Acer - 15.6"" Chromebook - Intel Core i5 - 4GB Memory - 32GB Solid State Drive - Black",Laptops,888863096855,509.99,507.87,0,0.0,0,0.0,0.0,2.1200000000000045,-2.1200000000000045,0.0
93,"Acer - Aspire 5 17.3"" Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Obsidian Black",Laptops,191114476277,501.36,506.18,0,0.0,0,0.0,0.0,-4.819999999999993,4.819999999999993,0.0
42,"Samsung - Chromebook Plus 2-in-1 12.3"" Touch Screen Chromebook - 4GB memory - 32GB eMMC Flash Memory - Platinum Silver",Laptops,887276183961,499.99,429.95,0,1329.0,56,4.5,3.8569999999999998,70.04000000000002,-70.04000000000002,1385.0
75,"Acer - 14 for Work 14"" Chromebook - Intel Core i3 - 4GB Memory - 32GB eMMC Flash Memory - Black, Silver",Laptops,888863679393,490.99,409.8,0,0.0,1,0.0,5.0,81.19,-81.19,1.0
102,"HP - 17.3"" Laptop - Intel Pentium Silver - 4GB Memory - 1TB Hard Drive - HP Finish In Jet Black With A Maglia Pattern",Laptops,192545210676,489.99,429.99,0,0.0,0,0.0,0.0,60.0,-60.0,0.0
103,"HP - 17.3"" Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 500GB Hard Drive - HP Finish In Smoke Gray And Ash Silver",Laptops,192545210645,469.99,419.99,0,0.0,0,0.0,0.0,50.0,-50.0,0.0
71,"HP - 17.3"" Laptop - Intel Pentium Silver - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver",Laptops,192545348270,449.99,499.99,0,1.0,0,5.0,0.0,-50.0,50.0,1.0
78,"Acer - R 13 2-in-1 13.3"" Touch-Screen Chromebook - MT8173 - 4GB Memory - 64GB eMMC Flash Memory - Sparkly Silver",Laptops,888863868551,439.99,369.88,0,0.0,0,0.0,0.0,70.11000000000001,-70.11000000000001,0.0
108,"HP - 15.6"" Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 - 1TB Hard Drive - HP Finish In Twilight Blue And Ash Silver",Laptops,192545178945,419.99,389.99,0,0.0,0,0.0,0.0,30.0,-30.0,0.0
15,"Acer - R 13 2-in-1 13.3"" Touch-Screen Chromebook - MT8173 - 4GB Memory - 64GB eMMC Flash Memory - Sparkly silver",Laptops,888863868568,417.99,407.0,0,5.0,3,4.0,4.0,10.990000000000009,-10.990000000000009,8.0
49,"Acer - 15.6"" Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black",Laptops,888863096848,411.99,407.25,0,11.0,1,4.5,4.0,4.740000000000009,-4.740000000000009,12.0
21,"HP - 15.6"" Laptop - AMD E2-Series - 4GB Memory - AMD Radeon R2 - 500GB Hard Drive - HP Finish In Smoke Gray And Ash Silver",Laptops,192545207775,399.99,349.99,0,2.0,0,4.0,0.0,50.0,-50.0,2.0
86,"Dell - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Black",Laptops,884116261780,377.99,399.16,0,0.0,0,0.0,0.0,-21.170000000000016,21.170000000000016,0.0
61,"ASUS - Flip C213SA 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Dark gray",Laptops,889349725436,369.0,348.99,0,1.0,0,5.0,0.0,20.00999999999999,-20.00999999999999,1.0
80,"Dell - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Black",Laptops,884116261803,358.99,360.18,0,0.0,1,0.0,5.0,-1.1899999999999977,1.1899999999999977,1.0
81,"Dell - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black",Laptops,884116261797,332.99,337.59,0,0.0,0,0.0,0.0,-4.599999999999966,4.599999999999966,0.0
11,"HP - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Smoke gray",Laptops,191628834075,329.99,359.9,0,5.0,0,3.8,0.0,-29.909999999999968,29.909999999999968,5.0
10,"HP - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Snow white",Laptops,191628845323,329.0,369.24,0,5.0,1,3.8,5.0,-40.24000000000001,40.24000000000001,6.0
62,"Dell - 13.3"" Chromebook - Intel Celeron - 4GB Memory - 32GB Solid State Drive - Black",Laptops,884116261995,329.0,319.0,0,1.0,0,5.0,0.0,10.0,-10.0,1.0
100,"Acer - Swift 1 13.3"" Laptop - Intel Pentium - 4GB Memory - 64GB eMMC Flash Memory - Pure Silver",Laptops,191114550533,327.52,348.99,0,0.0,1,0.0,4.0,-21.470000000000027,21.470000000000027,1.0
37,"ASUS - Flip C213SA 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray, dark gray",Laptops,889349717493,319.0,374.85,0,5.0,2,4.4,5.0,-55.85000000000002,55.85000000000002,7.0
28,"Lenovo - ThinkPad 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 320GB Hard Drive - Black",Laptops,825633408029,316.99,260.0,0,9.0,8,4.3,3.75,56.99000000000001,-56.99000000000001,17.0
0,"Acer - Chromebook 14"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver",Laptops,888863818631,305.99,343.27,0,1.0,2,1.0,5.0,-37.27999999999997,37.27999999999997,3.0
92,"Acer - Aspire 3 15.6"" Laptop - Intel Celeron - 4GB Memory - 1TB Hard Drive - Obsidian Black",Laptops,191114379905,302.09,296.99,0,0.0,0,0.0,0.0,5.099999999999966,-5.099999999999966,0.0
31,"HP - 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 750GB Hard Drive - Black",Laptops,825633419438,299.99,266.36,0,26.0,2,4.3,5.0,33.629999999999995,-33.629999999999995,28.0
84,"Dell - 13.3"" Chromebook - Intel Celeron - 4GB Memory - 16GB Solid State Drive - Black",Laptops,884116261988,299.0,438.99,0,0.0,0,0.0,0.0,-139.99,139.99,0.0
64,"HP - 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Smoke gray",Laptops,191628834051,299.0,336.94,0,2.0,0,5.0,0.0,-37.94,37.94,2.0
99,"Lenovo - 300e 2-in-1 11.6"" Touch-Screen Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Black",Laptops,192158787824,298.99,295.1,0,0.0,0,0.0,0.0,3.8899999999999864,-3.8899999999999864,0.0
24,"Dell - Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Gray",Laptops,812177027410,290.99,204.0,0,6.0,1,4.2,1.0,86.99000000000001,-86.99000000000001,7.0
45,"Acer - Chromebook 14"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver",Laptops,888863602995,288.99,289.0,0,4.0,13,4.5,4.385,-0.009999999999990905,0.009999999999990905,17.0
20,"Dell - Inspiron 15.6"" Laptop - AMD A6-Series - 4GB Memory - AMD Radeon R4 - 500GB Hard Drive - Black",Laptops,884116277453,279.99,258.98,0,797.0,0,4.0,0.0,21.00999999999999,-21.00999999999999,797.0
87,"Dell - 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black",Laptops,884116280910,273.99,319.76,0,0.0,0,0.0,0.0,-45.76999999999998,45.76999999999998,0.0
25,"HP - x2 2-in-1 10.1"" Touch-Screen Laptop - Intel Atom x5 - 2GB Memory - 32GB eMMC Flash Memory - HP finish in natural silver",Laptops,190780619896,271.99,249.99,0,13.0,14,4.2,3.429,22.0,-22.0,27.0
30,"HP - 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 320GB Hard Drive - Black",Laptops,825633411111,270.99,220.0,0,16.0,9,4.3,4.888999999999999,50.99000000000001,-50.99000000000001,25.0
2,"Lenovo - N42-20 Touch 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black",Laptops,190725235860,269.99,265.05,0,1.0,0,2.0,0.0,4.939999999999998,-4.939999999999998,1.0
14,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 128GB Solid State Drive - Silver",Laptops,812177027632,266.99,211.59,0,4.0,1,4.0,5.0,55.400000000000006,-55.400000000000006,5.0
76,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Silver",Laptops,812177027625,266.99,245.0,0,0.0,1,0.0,5.0,21.99000000000001,-21.99000000000001,1.0
39,"HP - 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray",Laptops,192018722552,259.99,249.99,0,84.0,3,4.4,4.0,10.0,-10.0,87.0
68,"HP - 14"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray",Laptops,192018721944,259.99,249.99,0,1.0,0,5.0,0.0,10.0,-10.0,1.0
60,"Dell - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Black",Laptops,884116261834,258.99,268.13,0,1.0,1,5.0,5.0,-9.139999999999986,9.139999999999986,2.0
34,"Acer - Aspire 3 15.6"" Refurbished Laptop - AMD A9-Series - 6GB Memory - AMD Radeon R5 - 1TB Hard Drive - Obsidian black",Laptops,841631120459,258.99,314.63,0,7.0,0,4.3,0.0,-55.639999999999986,55.639999999999986,7.0
9,"Lenovo - ThinkPad 12"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black",Laptops,812177027960,250.99,231.0,0,6.0,2,3.7,3.5,19.99000000000001,-19.99000000000001,8.0
1,"Dell - Inspiron 2-in-1 11.6"" Touch-Screen Laptop - AMD A6-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory - Gray",Laptops,884116292760,249.99,199.0,0,2.0,131,1.0,3.168,50.99000000000001,-50.99000000000001,133.0
40,"Acer - R 11 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - White",Laptops,888863714155,249.0,359.99,0,1526.0,0,4.5,0.0,-110.99000000000001,110.99000000000001,1526.0
4,"Dell - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black",Laptops,884116261827,231.99,246.95,0,2.0,1,2.5,5.0,-14.95999999999998,14.95999999999998,3.0
26,"ASUS - 13.3"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black",Laptops,889349589632,231.99,205.88,0,18.0,1,4.2,5.0,26.110000000000014,-26.110000000000014,19.0
35,"HP - 14"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray",Laptops,192018721937,229.0,229.0,0,3.0,1,4.3,5.0,0.0,0.0,4.0
82,"Dell - 11.6"" Chromebook - Intel Celeron - 2GB Memory - 16GB eMMC Flash Memory - Black",Laptops,884116261810,229.0,228.08,0,0.0,0,0.0,0.0,0.9199999999999875,-0.9199999999999875,0.0
13,"ASUS - VivoBook Max X541NA 15.6"" Laptop - Intel Pentium - 4GB Memory - 500GB Hard Drive - Chocolate black",Laptops,889349785096,209.99,269.0,0,1164.0,3,3.9,3.333,-59.00999999999999,59.00999999999999,1167.0
