,Product,Category,UPC,BestBuy_Price,Walmart_Price,Price_Difference,BestBuy_ReviewCount,Walmart_ReviewCount,BestBuy_ReviewAverage,Walmart_ReviewAverage,Price Delta (B-W),Price Delta (W-B),Combined_Reviews
44,Samsung - Galaxy S9 4G LTE with 64GB Memory Cell Phone - Midnight Black (Simple Mobile),Phones,616960266280.0,699.99,641.85,0,0.0,1,0.0,5.0,58.139999999999986,-58.139999999999986,1.0
32,Simple Mobile - Samsung Galaxy S8 4G LTE with 64GB Memory Cell Phone - Midnight Black,Phones,616960246954.0,659.99,480.2,0,0.0,52,0.0,3.615,179.79000000000002,-179.79000000000002,52.0
51,Total Wireless - Samsung Galaxy S8 4G LTE with 64GB Memory Prepaid Cell Phone - Midnight Black,Phones,616960220756.0,659.99,519.57,0,0.0,2,0.0,5.0,140.41999999999996,-140.41999999999996,2.0
29,Boost Mobile - Samsung Galaxy S8 64GB Prepaid Cell Phone - Midnight Black,Phones,887276210353.0,649.99,569.36,0,175.0,3,4.7,5.0,80.63,-80.63,178.0
4,Essential - Essential Phone 4G LTE with 128GB Memory Cell Phone (Unlocked) - Pure White,Phones,857083007026.0,499.99,499.95,0,175.0,0,4.4,0.0,0.040000000000020464,-0.040000000000020464,175.0
3,Essential - Essential Phone 4G LTE with 128GB Memory Cell Phone (Unlocked) - Black Moon,Phones,857083007002.0,499.99,424.99,0,175.0,0,4.4,0.0,75.0,-75.0,175.0
57,Motorola - Moto Z3 Play with 64GB Memory Cell Phone (Unlocked) with battery Moto Mod - Deep Indigo,Phones,723755019362.0,499.99,576.91,0,25.0,0,4.0,0.0,-76.91999999999996,76.91999999999996,25.0
33,Total Wireless - Samsung Galaxy S7 4G with 32GB Memory Prepaid Cell Phone - Black,Phones,616960152163.0,499.99,399.0,0,0.0,10,0.0,3.375,100.99000000000001,-100.99000000000001,10.0
22,Samsung - Galaxy S7 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black Onyx,Phones,887276169439.0,469.99,419.99,0,1599.0,92,4.6,4.152,50.0,-50.0,1691.0
41,Boost Mobile - Apple iPhone 6s 4G LTE with 32GB Memory Cell Phone - Space Gray,Phones,760492044325.0,449.99,299.99,0,3.0,0,5.0,0.0,150.0,-150.0,3.0
17,CAT - S41 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black,Phones,810296024525.0,449.99,449.99,0,0.0,0,0.0,0.0,0.0,0.0,0.0
37,Sony - Xperia XA2 Ultra 4G LTE with 32GB Memory Cell Phone (Unlocked) - Blue,Phones,95673865650.0,449.99,369.99,0,97.0,0,4.4,0.0,80.0,-80.0,97.0
36,Sony - Xperia XA2 Ultra 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black,Phones,95673865681.0,449.99,359.95,0,97.0,1,4.4,5.0,90.04000000000002,-90.04000000000002,98.0
24,BlackBerry - DTEK60 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black,Phones,802975668281.0,419.99,329.0,0,8.0,2,4.1,5.0,90.99000000000001,-90.99000000000001,10.0
38,SIMPLE Mobile - Apple iPhone 6s Plus 4G LTE with 32GB Memory Prepaid Cell Phone - Space Gray,Phones,190198727435.0,399.99,399.0,0,6.0,18,4.8,4.353,0.9900000000000091,-0.9900000000000091,24.0
54,Total Wireless - Apple iPhone 6s Plus 4G LTE with 32GB Memory Prepaid Cell Phone - Rose Gold,Phones,190198727442.0,399.99,399.0,0,3.0,1,5.0,5.0,0.9900000000000091,-0.9900000000000091,4.0
62,AT&T - SB67138 SynJ® Expandable 4-Line Corded/Cordless Small Business Phone System - Black/Silver,Phones,650530022753.0,362.99,362.99,0,12.0,0,4.7,0.0,0.0,0.0,12.0
13,Sony - Xperia XA2 4G LTE with 32GB Memory Cell Phone (Unlocked) - Blue,Phones,95673865766.0,349.99,279.95,0,44.0,0,3.9,0.0,70.04000000000002,-70.04000000000002,44.0
48,Motorola - Moto X (4th Generation) 4G LTE with 32GB Memory Cell Phone (Unlocked) - Sterling Blue,Phones,723755012608.0,349.99,399.99,0,183.0,7,4.4,3.429,-50.0,50.0,190.0
60,Snom - M85 DECT 6.0 Cordless Expansion Handset for Expandable Phone System,Phones,811819011992.0,349.0,315.47,0,0.0,0,0.0,0.0,33.52999999999997,-33.52999999999997,0.0
21,VTech - VCS754 Conference Phone - Gun Metal,Phones,735078033673.0,348.99,358.95,0,2.0,0,2.0,0.0,-9.95999999999998,9.95999999999998,2.0
16,CAT - S31 4G LTE with 16GB Memory Cell Phone (Unlocked) - Black,Phones,810296024563.0,329.99,329.99,0,1.0,0,5.0,0.0,0.0,0.0,1.0
23,Motorola - Moto Z 4G LTE with 64GB Memory Cell Phone (Unlocked) - Black,Phones,723755010765.0,314.99,269.99,0,88.0,2,4.4,4.0,45.0,-45.0,90.0
30,ASUS - ZenFone 3 Deluxe 4G LTE with 32GB Memory Cell Phone (Unlocked) - Glacier Silver,Phones,889349657713.0,313.99,482.99,0,7.0,1,4.0,4.0,-169.0,169.0,8.0
27,Motorola - Moto G Plus (5th Gen) 4G LTE with 64GB Memory Cell Phone (Unlocked) - Fine Gold,Phones,723755011090.0,299.99,292.95,0,1263.0,13,4.6,4.308,7.0400000000000205,-7.0400000000000205,1276.0
9,LG - Q6 4G LTE with 32GB Memory Cell Phone (Unlocked) - Platinum,Phones,652810819466.0,299.99,234.99,0,24.0,3,4.2,3.667,65.0,-65.0,27.0
7,LG - X Venture 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black,Phones,652810818698.0,264.99,282.23,0,4.0,7,4.8,4.143,-17.24000000000001,17.24000000000001,11.0
5,Motorola - Nexus 6 4G with 32GB Memory Cell Phone (Unlocked) - White,Phones,723755006430.0,249.99,836.99,0,2.0,0,4.5,0.0,-587.0,587.0,2.0
12,Sony - Xperia L2 4G LTE with 32GB Memory Cell Phone (Unlocked) - Pink,Phones,95673865704.0,249.99,218.0,0,14.0,0,3.8,0.0,31.99000000000001,-31.99000000000001,14.0
15,Sony - Xperia L2 4G LTE with 32GB Memory Cell Phone (Unlocked) - Gold,Phones,95673865711.0,249.99,218.0,0,14.0,0,3.8,0.0,31.99000000000001,-31.99000000000001,14.0
20,Motorola - Moto G6 with 32GB Memory Cell Phone (Unlocked) - Black,Phones,723755019553.0,249.99,249.99,0,311.0,2,4.5,5.0,0.0,0.0,313.0
59,VTech - VCS702 ErisStation Conference Phone - Gun Metal,Phones,735078031198.0,243.99,221.33,0,4.0,1,4.3,5.0,22.659999999999997,-22.659999999999997,5.0
53,AT&T Prepaid - Apple iPhone 6 4G LTE with 32GB Memory Prepaid Cell Phone w/Airtime Card - Space Gray,Phones,607376625969.0,234.99,244.0,0,73.0,4,4.7,4.75,-9.009999999999991,9.009999999999991,77.0
26,Motorola - Moto G Plus (5th Gen) 4G LTE with 32GB Memory Cell Phone (Unlocked) - Fine Gold,Phones,723755011113.0,229.99,340.99,0,1830.0,26,4.5,4.539,-111.0,111.0,1856.0
64,Snom - D765 VoIP Desk Telephone with PoE - Black,Phones,811819011718.0,229.0,159.89,0,0.0,0,0.0,0.0,69.11000000000001,-69.11000000000001,0.0
6,CAT - S40 4G LTE with 16GB Memory Cell Phone (Unlocked) - Black,Phones,810296023061.0,219.99,299.99,0,5.0,3,3.6,3.333,-80.0,80.0,8.0
14,Sony - Xperia L2 4G LTE with 32GB Memory Cell Phone (Unlocked) - Black,Phones,95673865698.0,217.99,217.98,0,14.0,0,3.8,0.0,0.010000000000019327,-0.010000000000019327,14.0
43,Motorola - Moto G6 Play with 32GB Memory Cell Phone (Unlocked) - Deep Indigo,Phones,723755019911.0,199.99,230.35,0,68.0,1,4.3,5.0,-30.359999999999985,30.359999999999985,69.0
8,Orbic - WONDER 4G LTE with 16GB Memory Cell Phone (Unlocked) - Black,Phones,853381003814.0,199.99,203.99,0,29.0,1,3.8,4.0,-4.0,4.0,30.0
61,Geemarc - BDP400 Amplified Corded Phone System - White,Phones,650518200272.0,199.99,157.6,0,0.0,0,0.0,0.0,42.390000000000015,-42.390000000000015,0.0
66,Snom - D745 VoIP Desk Telephone with PoE - Black,Phones,811819012043.0,199.0,128.32,0,0.0,0,0.0,0.0,70.68,-70.68,0.0
46,Verizon Prepaid - Galaxy J7 V 2nd Gen with 16GB Memory Prepaid Cell Phone - Black,Phones,887276257730.0,189.99,189.99,0,2.0,0,1.0,0.0,0.0,0.0,2.0
0,Panasonic - KX-TG9542B Link2Cell DECT 6.0 Expandable Cordless Phone with Digital Answering System - Black,Phones,885170116214.0,187.99,144.36,0,92.0,3,4.2,3.667,43.629999999999995,-43.629999999999995,95.0
52,AT&T Prepaid - Apple iPhone SE 4G LTE with 32GB Memory Prepaid Cell Phone w/Airtime Card - Space Gray,Phones,607376625983.0,184.99,194.0,0,125.0,1,4.7,5.0,-9.009999999999991,9.009999999999991,126.0
65,Snom - D725 VoIP Desk Telephone with PoE - Black,Phones,811819011701.0,179.0,178.99,0,0.0,0,0.0,0.0,0.009999999999990905,-0.009999999999990905,0.0
47,Total Wireless - Apple iPhone 6 4G LTE with 32GB Memory Prepaid Cell Phone - Space Gray,Phones,190198429612.0,169.99,179.99,0,172.0,161,4.5,4.211,-10.0,10.0,333.0
25,Virgin Mobile - Samsung Galaxy J7 Perx 4G LTE with 16GB Memory Cell Phone - Black,Phones,887276189536.0,169.99,199.99,0,148.0,14,4.5,3.286,-30.0,30.0,162.0
63,Panasonic - KX-TG9582B Link2Cell 1.9GHz Expandable Phone System with Digital Answering System - Black,Phones,885170153417.0,167.99,160.95,0,5.0,10,5.0,2.2,7.0400000000000205,-7.0400000000000205,15.0
31,Motorola - Moto E4 Plus 4G LTE with 16GB Memory Cell Phone (Unlocked) - Fine Gold,Phones,723755011649.0,159.99,155.51,0,87.0,1,4.3,4.0,4.480000000000018,-4.480000000000018,88.0
1,Snom - M65 DECT 6.0 Cordless Expansion Handset for Expandable Phone System - Black,Phones,811819011817.0,149.0,127.73,0,0.0,0,0.0,0.0,21.269999999999996,-21.269999999999996,0.0
28,Verizon Prepaid - Samsung Galaxy J7 4G LTE with 16GB Memory Prepaid Cell Phone - Black,Phones,887276202761.0,139.99,149.99,0,489.0,27,4.5,3.704,-10.0,10.0,516.0
58,RCA - 25255RE2 2-Line DECT 6.0 Expandable Corded/Cordless Phone System - Black,Phones,845679000018.0,133.99,133.99,0,6.0,0,2.7,0.0,0.0,0.0,6.0
35,FreedomPop - Samsung Galaxy S5 4G LTE with 16GB Memory Prepaid Cell Phone - Black,Phones,710465429369.0,129.99,186.17,0,3.0,19,2.3,2.526,-56.17999999999998,56.17999999999998,22.0
34,FreedomPop - Samsung Galaxy S5 4G LTE with 16GB Memory Prepaid Cell Phone - White,Phones,710465429406.0,129.99,195.43,0,3.0,18,2.3,2.722,-65.44,65.44,21.0
